CP019093.1	12930500	12931800	1301	*
CP019093.1	12932000	12934000	2001	*
CP019093.1	12934800	12949900	15101	*
CP019093.1	12951100	12952100	1001	*
CP019093.1	12952300	12953700	1401	*
CP019093.1	12956100	12963100	7001	*
CP019093.1	12964100	12966700	2601	*
CP019093.1	12968800	12969800	1001	*
CP019093.1	12970100	12971900	1801	*
CP019093.1	12973500	12975000	1501	*
CP019093.1	12975100	12981000	5901	*
CP019093.1	12981300	13099400	118101	*
CP019093.1	13100200	13106300	6101	*
CP019093.1	13106600	13108700	2101	*
CP019093.1	13109200	13180500	71301	*
CP019093.1	13181200	13186900	5701	*
CP019093.1	13187100	13210500	23401	*
CP019093.1	13210600	13230300	19701	*
CP019093.1	13230400	13430300	199901	*
CP019093.1	13430400	13486400	56001	*
CP019093.1	13487200	13500400	13201	*
CP019093.1	13500800	13517300	16501	*
CP019093.1	13517500	13522100	4601	*
CP019093.1	13522200	13566600	44401	*
CP019093.1	13567300	13578000	10701	*
CP019093.1	13578300	13589500	11201	*
CP019093.1	13594100	13595300	1201	*
CP019093.1	13606500	13608000	1501	*
CP019093.1	13609600	13615200	5601	*
CP019093.1	13615700	13624400	8701	*
CP019093.1	13625100	13630600	5501	*
CP019093.1	13639600	13640600	1001	*
CP019093.1	13640900	13666700	25801	*
CP019093.1	13666800	13795400	128601	*
CP019093.1	13795500	13811100	15601	*
CP019093.1	13811300	13813600	2301	*
CP019093.1	13813700	13816400	2701	*
CP019093.1	13818200	13929300	111101	*
CP019093.1	13929400	13955100	25701	*
CP019093.1	13955200	14221400	266201	*
CP019093.1	14221500	14245300	23801	*
CP019093.1	14247800	14296300	48501	*
CP019093.1	14296800	14340400	43601	*
CP019093.1	14340600	14363900	23301	*
CP019093.1	14364000	14473900	109901	*
CP019093.1	14474400	14480300	5901	*
CP019093.1	14482900	14506500	23601	*
CP019093.1	14508300	14510100	1801	*
CP019093.1	14514300	14518500	4201	*
CP019093.1	14518600	14524400	5801	*
CP019093.1	14525700	14544700	19001	*
CP019093.1	14544800	14591400	46601	*
CP019093.1	14591600	14599800	8201	*
CP019093.1	14599900	14620300	20401	*
CP019093.1	14623200	14625700	2501	*
CP019093.1	14626400	14631700	5301	*
CP019093.1	14631800	14635200	3401	*
CP019093.1	14636300	14648500	12201	*
CP019093.1	14648600	14677400	28801	*
CP019093.1	14677500	14754800	77301	*
CP019093.1	14754900	14773400	18501	*
CP019094.1	500	12400	11901	*
CP019094.1	15400	17000	1601	*
CP019094.1	18600	21800	3201	*
CP019094.1	24300	26000	1701	*
CP019094.1	30900	32300	1401	*
CP019094.1	33000	39200	6201	*
CP019094.1	39300	46100	6801	*
CP019094.1	47000	520800	473801	*
CP019094.1	522700	525800	3101	*
CP019094.1	526400	549700	23301	*
CP019094.1	550200	573100	22901	*
CP019094.1	573500	608100	34601	*
CP019094.1	608200	655900	47701	*
CP019094.1	656000	680800	24801	*
CP019094.1	680900	780900	100001	*
CP019094.1	781000	789200	8201	*
CP019094.1	789600	803800	14201	*
CP019094.1	804000	842800	38801	*
CP019094.1	842900	893000	50101	*
CP019094.1	893100	898400	5301	*
CP019094.1	899000	956900	57901	*
CP019094.1	957000	1002200	45201	*
CP019094.1	1005800	1091100	85301	*
CP019094.1	1092700	1116700	24001	*
CP019094.1	1117200	1119200	2001	*
CP019094.1	1119900	1121300	1401	*
CP019094.1	1121400	1146400	25001	*
CP019094.1	1146600	1149700	3101	*
CP019094.1	1150600	1152600	2001	*
CP019094.1	1152900	1166600	13701	*
CP019094.1	1169000	1171000	2001	*
CP019094.1	1171200	1176100	4901	*
CP019094.1	1177900	1200400	22501	*
CP019094.1	1202600	1208800	6201	*
CP019094.1	1208900	1210600	1701	*
CP019094.1	1212000	1327500	115501	*
CP019094.1	1327700	1341500	13801	*
CP019094.1	1341600	1654000	312401	*
CP019094.1	1654100	1689800	35701	*
CP019094.1	1690500	1700500	10001	*
CP019094.1	1700600	1781000	80401	*
CP019094.1	1783000	1892700	109701	*
CP019094.1	1892800	1930500	37701	*
CP019094.1	1930800	1951400	20601	*
CP019094.1	1951500	2007100	55601	*
CP019094.1	2007200	2089400	82201	*
CP019094.1	2089500	2103000	13501	*
CP019094.1	2104700	2105800	1101	*
CP019094.1	2106800	2116900	10101	*
CP019094.1	2117800	2120100	2301	*
CP019094.1	2121200	2123200	2001	*
CP019094.1	2123600	2132400	8801	*
CP019094.1	2132600	2161500	28901	*
CP019094.1	2162800	2168500	5701	*
CP019094.1	2169200	2219000	49801	*
CP019094.1	2219600	2248200	28601	*
CP019094.1	2248500	2258000	9501	*
CP019094.1	2258200	2263200	5001	*
CP019094.1	2263600	2270600	7001	*
CP019094.1	2270800	2272700	1901	*
CP019094.1	2274100	2302400	28301	*
CP019094.1	2302500	2397500	95001	*
CP019094.1	2397600	2408600	11001	*
CP019094.1	2408700	2411400	2701	*
CP019094.1	2411600	2426000	14401	*
CP019094.1	2426600	2490400	63801	*
CP019094.1	2494100	2508500	14401	*
CP019094.1	2508700	2509800	1101	*
CP019094.1	2509900	2539500	29601	*
CP019094.1	2540100	2548200	8101	*
CP019094.1	2550100	2657400	107301	*
CP019094.1	2657500	2659400	1901	*
CP019094.1	2660000	2686700	26701	*
CP019094.1	2686900	2688900	2001	*
CP019094.1	2689000	2690800	1801	*
CP019094.1	2691400	2694600	3201	*
CP019094.1	2694700	2711300	16601	*
CP019094.1	2711500	2783300	71801	*
CP019094.1	2784900	2817300	32401	*
CP019094.1	2817500	2825200	7701	*
CP019094.1	2825300	2848500	23201	*
CP019094.1	2848800	2866900	18101	*
CP019094.1	2867600	2871000	3401	*
CP019094.1	2878400	3092500	214101	*
CP019094.1	3093400	3129300	35901	*
CP019094.1	3129400	3136300	6901	*
CP019094.1	3136800	3138600	1801	*
CP019094.1	3140000	3148800	8801	*
CP019094.1	3148900	3150500	1601	*
CP019094.1	3152200	3153200	1001	*
CP019094.1	3156300	3166700	10401	*
CP019094.1	3167100	3173100	6001	*
CP019094.1	3174600	3181500	6901	*
CP019094.1	3184700	3246600	61901	*
CP019094.1	3246700	3254700	8001	*
CP019094.1	3256400	3262400	6001	*
CP019094.1	3262700	3315200	52501	*
CP019094.1	3326200	3353700	27501	*
CP019094.1	3353900	3369800	15901	*
CP019094.1	3372800	3383800	11001	*
CP019094.1	3385800	3387000	1201	*
CP019094.1	3387700	3403200	15501	*
CP019094.1	3403300	3411000	7701	*
CP019094.1	3411200	3418100	6901	*
CP019094.1	3419000	3495900	76901	*
CP019094.1	3496400	3566400	70001	*
CP019094.1	3566500	3572600	6101	*
CP019094.1	3572700	3592500	19801	*
CP019094.1	3593500	3599600	6101	*
CP019094.1	3600400	3601400	1001	*
CP019094.1	3602400	3606800	4401	*
CP019094.1	3607100	3700600	93501	*
CP019094.1	3702700	3704700	2001	*
CP019094.1	3711000	3713000	2001	*
CP019094.1	3726600	3728400	1801	*
CP019094.1	3728800	3730300	1501	*
CP019094.1	3737600	3797300	59701	*
CP019094.1	3798900	3814800	15901	*
CP019094.1	3815700	3910200	94501	*
CP019094.1	3910300	3911500	1201	*
CP019094.1	3912100	3947800	35701	*
CP019094.1	3948700	3985700	37001	*
CP019094.1	3985800	4019100	33301	*
CP019094.1	4019300	4027500	8201	*
CP019094.1	4028100	4032600	4501	*
CP019094.1	4032800	4035300	2501	*
CP019094.1	4035500	4101000	65501	*
CP019094.1	4102400	4108200	5801	*
CP019094.1	4108400	4109800	1401	*
CP019094.1	4109900	4113100	3201	*
CP019094.1	4113200	4117200	4001	*
CP019094.1	4120100	4130500	10401	*
CP019094.1	4132900	4136300	3401	*
CP019094.1	4139100	4147300	8201	*
CP019094.1	4147400	4166400	19001	*
CP019094.1	4167000	4211900	44901	*
CP019094.1	4212100	4214200	2101	*
CP019094.1	4214600	4221300	6701	*
CP019094.1	4225500	4230400	4901	*
CP019094.1	4230900	4372100	141201	*
CP019094.1	4372300	4416200	43901	*
CP019094.1	4416300	4428400	12101	*
CP019094.1	4428500	4429600	1101	*
CP019094.1	4429800	4433900	4101	*
CP019094.1	4434200	4436300	2101	*
CP019094.1	4436500	4438800	2301	*
CP019094.1	4439300	4441900	2601	*
CP019094.1	4442200	4539200	97001	*
CP019094.1	4539300	4545400	6101	*
CP019094.1	4545700	4552500	6801	*
CP019094.1	4552600	4554300	1701	*
CP019094.1	4555200	4557300	2101	*
CP019094.1	4557900	4561600	3701	*
CP019094.1	4563300	4567900	4601	*
CP019094.1	4568400	4570300	1901	*
CP019094.1	4571400	4706700	135301	*
CP019094.1	4706800	4803800	97001	*
CP019094.1	4804000	4856200	52201	*
CP019094.1	4856300	4865300	9001	*
CP019094.1	4865400	4867200	1801	*
CP019094.1	4867600	4870000	2401	*
CP019094.1	4870800	4884100	13301	*
CP019094.1	4885600	4887600	2001	*
CP019094.1	4888000	4889700	1701	*
CP019094.1	4889800	4893500	3701	*
CP019094.1	4894500	4899300	4801	*
CP019094.1	4899900	4905100	5201	*
CP019094.1	4905400	4907900	2501	*
CP019094.1	4908000	4909600	1601	*
CP019094.1	4911200	4915800	4601	*
CP019094.1	4916100	4917100	1001	*
CP019094.1	4917800	4922900	5101	*
CP019094.1	4923800	4928900	5101	*
CP019094.1	4929600	4935600	6001	*
CP019094.1	4936400	4944000	7601	*
CP019094.1	4944400	4961400	17001	*
CP019094.1	4961800	4967100	5301	*
CP019094.1	4967400	4971000	3601	*
CP019094.1	4973000	4976900	3901	*
CP019094.1	4977100	4978900	1801	*
CP019094.1	4979000	4981300	2301	*
CP019094.1	4983300	4986900	3601	*
CP019094.1	4987500	4988700	1201	*
CP019094.1	4990200	4991200	1001	*
CP019094.1	4994400	4996500	2101	*
CP019094.1	4998900	5001700	2801	*
CP019094.1	5001900	5013900	12001	*
CP019094.1	5014000	5016700	2701	*
CP019094.1	5016800	5020100	3301	*
CP019094.1	5021400	5023000	1601	*
CP019094.1	5023300	5025500	2201	*
CP019094.1	5025800	5030300	4501	*
CP019094.1	5030500	5040700	10201	*
CP019094.1	5041200	5046600	5401	*
CP019094.1	5048400	5051700	3301	*
CP019094.1	5052000	5064200	12201	*
CP019094.1	5065800	5067900	2101	*
CP019094.1	5068200	5072500	4301	*
CP019094.1	5072600	5077700	5101	*
CP019094.1	5079100	5089400	10301	*
CP019094.1	5090100	5091900	1801	*
CP019094.1	5092200	5093300	1101	*
CP019094.1	5095600	5106900	11301	*
CP019094.1	5108100	5122100	14001	*
CP019094.1	5122500	5128500	6001	*
CP019094.1	5129900	5134000	4101	*
CP019094.1	5134300	5136500	2201	*
CP019094.1	5138200	5140700	2501	*
CP019094.1	5141800	5145500	3701	*
CP019094.1	5147900	5151600	3701	*
CP019094.1	5151700	5153600	1901	*
CP019094.1	5153800	5157700	3901	*
CP019094.1	5159700	5165700	6001	*
CP019094.1	5165800	5168000	2201	*
CP019094.1	5168200	5171600	3401	*
CP019094.1	5173000	5242700	69701	*
CP019094.1	5243000	5247000	4001	*
CP019094.1	5249100	5251600	2501	*
CP019094.1	5252200	5467800	215601	*
CP019094.1	5468500	5473500	5001	*
CP019094.1	5473900	5475800	1901	*
CP019094.1	5480100	5509300	29201	*
CP019094.1	5509500	5526900	17401	*
CP019094.1	5527000	5575000	48001	*
CP019094.1	5575200	5580400	5201	*
CP019094.1	5580500	5607200	26701	*
CP019094.1	5607300	5674900	67601	*
CP019094.1	5675000	5719700	44701	*
CP019094.1	5721100	5738100	17001	*
CP019094.1	5738600	5740200	1601	*
CP019094.1	5742100	5743600	1501	*
CP019094.1	5744600	5761600	17001	*
CP019094.1	5764200	5765400	1201	*
CP019094.1	5766100	5896800	130701	*
CP019094.1	5896900	5909200	12301	*
CP019094.1	5910200	5912400	2201	*
CP019094.1	5915500	5925200	9701	*
CP019094.1	5925500	6194400	268901	*
CP019094.1	6194500	6196100	1601	*
CP019094.1	6196200	6236300	40101	*
CP019094.1	6240600	6253800	13201	*
CP019094.1	6254200	6379600	125401	*
CP019094.1	6379800	6494500	114701	*
CP019094.1	6494700	6509900	15201	*
CP019094.1	6510200	6517900	7701	*
CP019094.1	6518600	6529700	11101	*
CP019094.1	6530900	6536800	5901	*
CP019094.1	6537000	6544500	7501	*
CP019094.1	6547700	6549300	1601	*
